id,domain,complexity,template_id,old_constraints,new_constraints,warnings,query_text_ru
kqapro_4c9344fe732e,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""People's Republic of China""], ""answer_text_original"": ""People's Republic of China"", ""benchmark_id"": ""kqapro_train_081043"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""People's Republic of China"", ""benchmark_id"": ""kqapro_train_081043"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> FindAll -> FilterNum -> QFilterYear -> FilterConcept -> And -> What"", ""question_en_original"": ""What is the name of the sovereign state whose demonym is jonguo and whose Human Development Index is less than 0.9 in 2014?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> FindAll -> FilterNum -> QFilterYear -> FilterConcept -> And -> What"", ""question_en_original"": ""What is the name of the sovereign state whose demonym is jonguo and whose Human Development Index is less than 0.9 in 2014?"", ""question_ru"": ""Как называется суверенное государство, жителей которого называют jonguo, а индекс человеческого развития в 2014 году был ниже 0,9?"", ""question_ru_manual"": ""Как называется суверенное государство, жителей которого называют jonguo, а индекс человеческого развития в 2014 году был ниже 0,9?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"Как называется суверенное государство, жителей которого называют jonguo, а индекс человеческого развития в 2014 году был ниже 0,9?"
kqapro_c06df760fa93,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Bolivia""], ""answer_text_original"": ""Bolivia"", ""benchmark_id"": ""kqapro_val_009265"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Bolivia"", ""benchmark_id"": ""kqapro_val_009265"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> FindAll -> FilterNum -> FilterConcept -> And -> What"", ""question_en_original"": ""What country reached a population of 5762673 in 1983, and is known by having its nominal GDP per capital of 7500 USD?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> FindAll -> FilterNum -> FilterConcept -> And -> What"", ""question_en_original"": ""What country reached a population of 5762673 in 1983, and is known by having its nominal GDP per capital of 7500 USD?"", ""question_ru"": ""Какая страна в 1983 году достигла численности населения 5 762 673 человек и известна тем, что её номинальный ВВП на душу населения составляет 7 500 долларов США?"", ""question_ru_manual"": ""Какая страна в 1983 году достигла численности населения 5 762 673 человек и известна тем, что её номинальный ВВП на душу населения составляет 7 500 долларов США?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro;population_mentioned_but_not_parsed,"Какая страна в 1983 году достигла численности населения 5 762 673 человек и известна тем, что её номинальный ВВП на душу населения составляет 7 500 долларов США?"
kqapro_6c85742b40c7,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""House of Flying Daggers""], ""answer_text_original"": ""House of Flying Daggers"", ""benchmark_id"": ""kqapro_train_061509"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""House of Flying Daggers"", ""benchmark_id"": ""kqapro_train_061509"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterYear -> FilterConcept -> FindAll -> FilterStr -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""What visual artwork was published after 1995 and titled 十面埋伏 (the transliteration of this statement is Shi mian mai fu) ?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterYear -> FilterConcept -> FindAll -> FilterStr -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""What visual artwork was published after 1995 and titled 十面埋伏 (the transliteration of this statement is Shi mian mai fu) ?"", ""question_ru"": ""Какое визуальное произведение было опубликовано после 1995 года и имеет название «十面埋伏»?"", ""question_ru_manual"": ""Какое визуальное произведение было опубликовано после 1995 года и имеет название «十面埋伏»?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,Какое визуальное произведение было опубликовано после 1995 года и имеет название «十面埋伏»?
kqapro_13625a69f143,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""He's Just Not That into You""], ""answer_text_original"": ""He's Just Not That into You"", ""benchmark_id"": ""kqapro_train_088381"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""He's Just Not That into You"", ""benchmark_id"": ""kqapro_train_088381"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterDate -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""What visual artwork is costing less than 240000000 USD and it was published in Hungary on 26th February 2009 ?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterDate -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""What visual artwork is costing less than 240000000 USD and it was published in Hungary on 26th February 2009 ?"", ""question_ru"": ""Какое визуальное произведение стоило менее 240 миллионов долларов США и было выпущено в Венгрии 26 февраля 2009 года?"", ""question_ru_manual"": ""Какое визуальное произведение стоило менее 240 миллионов долларов США и было выпущено в Венгрии 26 февраля 2009 года?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,Какое визуальное произведение стоило менее 240 миллионов долларов США и было выпущено в Венгрии 26 февраля 2009 года?
kqapro_164e2c46d21a,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Makati""], ""answer_text_original"": ""Makati"", ""benchmark_id"": ""kqapro_train_009429"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Makati"", ""benchmark_id"": ""kqapro_train_009429"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterNum -> QFilterDate -> FilterConcept -> And -> What"", ""question_en_original"": ""What big city's population is over 530000 and electorate is not 97000 (this statement's date is 2010-01-15)?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterNum -> QFilterDate -> FilterConcept -> And -> What"", ""question_en_original"": ""What big city's population is over 530000 and electorate is not 97000 (this statement's date is 2010-01-15)?"", ""question_ru"": ""Какой крупный город по состоянию на 15 января 2010 года имел население более 530 000 человек, а число избирателей не равнялось 97 000?"", ""question_ru_manual"": ""Какой крупный город по состоянию на 15 января 2010 года имел население более 530 000 человек, а число избирателей не равнялось 97 000?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro;population_mentioned_but_not_parsed,"Какой крупный город по состоянию на 15 января 2010 года имел население более 530 000 человек, а число избирателей не равнялось 97 000?"
kqapro_a43e8f00b43c,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Becket""], ""answer_text_original"": ""Becket"", ""benchmark_id"": ""kqapro_train_050839"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Becket"", ""benchmark_id"": ""kqapro_train_050839"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> QFilterYear -> FilterConcept -> FindAll -> FilterNum -> FilterConcept -> And -> What"", ""question_en_original"": ""What film is the one whose exploitation visa number 28767 was in 1964 and whose duration is 148 minutes ?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> QFilterYear -> FilterConcept -> FindAll -> FilterNum -> FilterConcept -> And -> What"", ""question_en_original"": ""What film is the one whose exploitation visa number 28767 was in 1964 and whose duration is 148 minutes ?"", ""question_ru"": ""Какой фильм в 1964 году получил прокатное удостоверение № 28767 и имеет продолжительность 148 минут?"", ""question_ru_manual"": ""Какой фильм в 1964 году получил прокатное удостоверение № 28767 и имеет продолжительность 148 минут?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,Какой фильм в 1964 году получил прокатное удостоверение № 28767 и имеет продолжительность 148 минут?
kqapro_54ad132690a5,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Jefferson Parish""], ""answer_text_original"": ""Jefferson Parish"", ""benchmark_id"": ""kqapro_val_008716"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Jefferson Parish"", ""benchmark_id"": ""kqapro_val_008716"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterNum -> QFilterYear -> FilterConcept -> And -> What"", ""question_en_original"": ""What Louisiana parish's area is 1663 square kilometers and population is over 3.3 in the year 2015?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""21"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterNum -> FilterConcept -> FindAll -> FilterNum -> QFilterYear -> FilterConcept -> And -> What"", ""question_en_original"": ""What Louisiana parish's area is 1663 square kilometers and population is over 3.3 in the year 2015?"", ""question_ru"": ""Какой округ штата Луизиана имеет площадь 1663 квадратных километра и население более 3,3 по данным за 2015 год?"", ""question_ru_manual"": ""Какой округ штата Луизиана имеет площадь 1663 квадратных километра и население более 3,3 по данным за 2015 год?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro;population_mentioned_but_not_parsed,"Какой округ штата Луизиана имеет площадь 1663 квадратных километра и население более 3,3 по данным за 2015 год?"
kqapro_0c28506dfd3e,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Virginia""], ""answer_text_original"": ""Virginia"", ""benchmark_id"": ""kqapro_train_089559"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Virginia"", ""benchmark_id"": ""kqapro_train_089559"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> FindAll -> FilterNum -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""Which United States state has the nickname Mother of the Presidents and Mother of the Statesmen and has a population greater than 0.8 (the determination method of this statement is census)?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""19"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""logical_set"", ""program_length"": ""9"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> FindAll -> FilterNum -> QFilterStr -> FilterConcept -> And -> What"", ""question_en_original"": ""Which United States state has the nickname Mother of the Presidents and Mother of the Statesmen and has a population greater than 0.8 (the determination method of this statement is census)?"", ""question_ru"": ""Какой штат США имеет прозвища «Мать президентов» и «Мать государственных деятелей» и, согласно переписи населения, имеет численность населения более 0,8?"", ""question_ru_manual"": ""Какой штат США имеет прозвища «Мать президентов» и «Мать государственных деятелей» и, согласно переписи населения, имеет численность населения более 0,8?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro;population_mentioned_but_not_parsed,"Какой штат США имеет прозвища «Мать президентов» и «Мать государственных деятелей» и, согласно переписи населения, имеет численность населения более 0,8?"
kqapro_bfeea2ebeae0,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Thailand national football team""], ""answer_text_original"": ""Thailand national football team"", ""benchmark_id"": ""kqapro_train_048912"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Thailand national football team"", ""benchmark_id"": ""kqapro_train_048912"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What national association football team belongs to the constitutional monarchy whose population is 35820705 (the point in time of this statement is 1969)?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What national association football team belongs to the constitutional monarchy whose population is 35820705 (the point in time of this statement is 1969)?"", ""question_ru"": ""Какая национальная футбольная сборная относится к конституционной монархии, население которой в 1969 году составляло 35 820 705 человек?"", ""question_ru_manual"": ""Какая национальная футбольная сборная относится к конституционной монархии, население которой в 1969 году составляло 35 820 705 человек?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro;population_mentioned_but_not_parsed,"Какая национальная футбольная сборная относится к конституционной монархии, население которой в 1969 году составляло 35 820 705 человек?"
kqapro_aa6f50a17ea2,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Gameloft""], ""answer_text_original"": ""Gameloft"", ""benchmark_id"": ""kqapro_train_089268"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Gameloft"", ""benchmark_id"": ""kqapro_train_089268"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""Which video game developer is the child organization of the organization whose operating income was less than 1700000000 euros in 2015?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""Which video game developer is the child organization of the organization whose operating income was less than 1700000000 euros in 2015?"", ""question_ru"": ""Какой разработчик видеоигр является дочерней организацией компании, операционная прибыль которой в 2015 году была меньше 1,7 миллиарда евро?"", ""question_ru_manual"": ""Какой разработчик видеоигр является дочерней организацией компании, операционная прибыль которой в 2015 году была меньше 1,7 миллиарда евро?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"Какой разработчик видеоигр является дочерней организацией компании, операционная прибыль которой в 2015 году была меньше 1,7 миллиарда евро?"
kqapro_f9674e642a0d,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Mighty Morphin Power Rangers""], ""answer_text_original"": ""Mighty Morphin Power Rangers"", ""benchmark_id"": ""kqapro_train_092484"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Mighty Morphin Power Rangers"", ""benchmark_id"": ""kqapro_train_092484"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What Power Rangers originates in the sovereign state whose nominal GDP is 4346734000000 United States dollars in the year 1985?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What Power Rangers originates in the sovereign state whose nominal GDP is 4346734000000 United States dollars in the year 1985?"", ""question_ru"": ""Какие «Могучие рейнджеры» происходят из суверенного государства, номинальный ВВП которого в 1985 году составлял 4 346 734 000 000 долларов США?"", ""question_ru_manual"": ""Какие «Могучие рейнджеры» происходят из суверенного государства, номинальный ВВП которого в 1985 году составлял 4 346 734 000 000 долларов США?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"Какие «Могучие рейнджеры» происходят из суверенного государства, номинальный ВВП которого в 1985 году составлял 4 346 734 000 000 долларов США?"
kqapro_6d3682ff3740,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""mechanical engineering""], ""answer_text_original"": ""mechanical engineering"", ""benchmark_id"": ""kqapro_train_050852"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""mechanical engineering"", ""benchmark_id"": ""kqapro_train_050852"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What engineering field is the part of an industry related to an agent whose total assets equalled 493,071,000,000 USD in 2015?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterNum -> QFilterYear -> FilterConcept -> Relate -> FilterConcept -> What"", ""question_en_original"": ""What engineering field is the part of an industry related to an agent whose total assets equalled 493,071,000,000 USD in 2015?"", ""question_ru"": ""Какая инженерная область относится к отрасли, связанной с организацией, чьи совокупные активы в 2015 году составляли 493 071 000 000 долларов США?"", ""question_ru_manual"": ""Какая инженерная область относится к отрасли, связанной с организацией, чьи совокупные активы в 2015 году составляли 493 071 000 000 долларов США?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"Какая инженерная область относится к отрасли, связанной с организацией, чьи совокупные активы в 2015 году составляли 493 071 000 000 долларов США?"
kqapro_2edea0fa3feb,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""Shrek the Third""], ""answer_text_original"": ""Shrek the Third"", ""benchmark_id"": ""kqapro_train_080908"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""Shrek the Third"", ""benchmark_id"": ""kqapro_train_080908"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> Relate -> QFilterStr -> FilterConcept -> What"", ""question_en_original"": ""What animated feature film includes a voice actor, playing Rapunzel, whose Deutsche Synchronkartei actor-ID is 5701 ?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterStr -> FilterConcept -> Relate -> QFilterStr -> FilterConcept -> What"", ""question_en_original"": ""What animated feature film includes a voice actor, playing Rapunzel, whose Deutsche Synchronkartei actor-ID is 5701 ?"", ""question_ru"": ""В каком полнометражном анимационном фильме есть актриса озвучивания, сыгравшая Рапунцель, чей actor-ID в Deutsche Synchronkartei равен 5701?"", ""question_ru_manual"": ""В каком полнометражном анимационном фильме есть актриса озвучивания, сыгравшая Рапунцель, чей actor-ID в Deutsche Synchronkartei равен 5701?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"В каком полнометражном анимационном фильме есть актриса озвучивания, сыгравшая Рапунцель, чей actor-ID в Deutsche Synchronkartei равен 5701?"
kqapro_aa3849df7055,kqapro,external_multihop,,"{""_source_record"": {""answer_text_items"": [""The Lord of the Rings: The Return of the King""], ""answer_text_original"": ""The Lord of the Rings: The Return of the King"", ""benchmark_id"": ""kqapro_train_028104"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""metadata"": {""answer_text"": ""The Lord of the Rings: The Return of the King"", ""benchmark_id"": ""kqapro_train_028104"", ""hop_count_estimate"": ""1"", ""manual_bucket"": """", ""manual_decision"": """", ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterYear -> FilterConcept -> Relate -> QFilterStr -> FilterConcept -> What"", ""question_en_original"": ""What visual artwork received an award whose winner is Barrie M. Osborne at the the Academy Awards having a beginning date in the year 1929?"", ""recommended_action"": ""keep_for_reconstruction"", ""reconstructability_score_v2"": ""17"", ""russian_reconstruction_idea"": """", ""target_domain_ru"": """"}, ""notes"": """", ""primary_reasoning_family"": ""qualifier"", ""program_length"": ""7"", ""program_signature"": ""FindAll -> FilterYear -> FilterConcept -> Relate -> QFilterStr -> FilterConcept -> What"", ""question_en_original"": ""What visual artwork received an award whose winner is Barrie M. Osborne at the the Academy Awards having a beginning date in the year 1929?"", ""question_ru"": ""Какое визуальное произведение получило награду, лауреатом которой был Барри М. Осборн, на премии «Оскар», учреждённой в 1929 году?"", ""question_ru_manual"": ""Какое визуальное произведение получило награду, лауреатом которой был Барри М. Осборн, на премии «Оскар», учреждённой в 1929 году?"", ""russian_reconstruction_idea"": """", ""source_dataset"": ""kqapro"", ""source_stage"": ""stage6_manual_translation"", ""target_domain_ru"": """", ""translation_comment"": """", ""translation_status"": ""manual_translated""}, ""source_dataset"": ""kqapro""}",{},no_domain_cleaner:kqapro,"Какое визуальное произведение получило награду, лауреатом которой был Барри М. Осборн, на премии «Оскар», учреждённой в 1929 году?"
