benchmark_id,source_dataset,source_split,source_id,question_en_original,category,complexity_type,reasoning_family,answer_type,answer_mode,answer_text_en,num_answers,priority_score,needs_translation,needs_rephrase
mintaka_train_5fcb6096,mintaka,train,5fcb6096,How tall is the actor who played Edward in Twilight?,movies,multihop,multihop,numerical,unknown,"6'1""",1,5,True,True
mintaka_train_60160b73,mintaka,train,60160b73,How many children did the 12th president have?,politics,multihop,multihop,numerical,unknown,6,1,5,True,True
mintaka_train_601cf3a4,mintaka,train,601cf3a4,When was the book Pride and Prejudice written that was later turned into a movie?,books,multihop,multihop,date,single,1797,1,5,True,True
mintaka_train_6069bc49,mintaka,train,6069bc49,What's the population of the state where most of the Yellowstone National Park is located?,geography,multihop,multihop,numerical,unknown,"578,759",1,5,True,True
mintaka_train_615a3ba6,mintaka,train,615a3ba6,What is the population of the smallest state by land mass in the U.S.?,geography,multihop,multihop,numerical,unknown,1.059 million,1,5,True,True
mintaka_train_61aecc1b,mintaka,train,61aecc1b,Hoe many times was Theodore Roosevelt's distant cousin elected as president of the United States?,politics,multihop,multihop,numerical,unknown,4 times,1,5,True,True
mintaka_train_6247cb27,mintaka,train,6247cb27,In what year was the third president of the United States born?,history,multihop,multihop,date,single,1743,1,5,True,True
mintaka_train_6324c991,mintaka,train,6324c991,When did the author who wrote Cosmos die?,books,multihop,multihop,date,single,1996,1,5,True,True
mintaka_train_63f439d4,mintaka,train,63f439d4,What was the height of the shortest person to ever play for the NBA?,sports,multihop,multihop,numerical,unknown,"5'3""",1,5,True,True
mintaka_train_648c11d5,mintaka,train,648c11d5,In what year did the lead singer of Linkin Park die?,music,multihop,multihop,date,single,2017,1,5,True,True
mintaka_train_64a414e9,mintaka,train,64a414e9,When was the director of Avatar born?,movies,multihop,multihop,date,single,16-Aug-54,1,5,True,True
mintaka_train_650de8a0,mintaka,train,650de8a0,How tall was the actor who played John Coffey in The Green Mile?,movies,multihop,multihop,numerical,unknown,"6'5""",1,5,True,True
mintaka_train_6532363f,mintaka,train,6532363f,What was the age of the youngest American gymnast to ever win gold at an Olympic Games?,sports,multihop,multihop,numerical,unknown,14,1,5,True,True
mintaka_train_654dc600,mintaka,train,654dc600,How old was the 45th president of the United States when he took office?,politics,multihop,multihop,numerical,unknown,70 years old,1,5,True,True
mintaka_train_658a0f3f,mintaka,train,658a0f3f,How tall is the actor who played Harry Potter?,movies,multihop,multihop,numerical,unknown,"5'5""",1,5,True,True
mintaka_train_66b60d30,mintaka,train,66b60d30,When was the author who wrote Harry Potter born?,books,multihop,multihop,date,single,1965,1,5,True,True
mintaka_train_66c69760,mintaka,train,66c69760,When did the author of the first Harry Potter book release it?,books,multihop,multihop,date,single,june 26 1997,1,5,True,True
mintaka_train_66ed4de7,mintaka,train,66ed4de7,What is the population in the capital city of Canada?,geography,multihop,multihop,numerical,unknown,"994,837",1,5,True,True
mintaka_train_671af7d9,mintaka,train,671af7d9,When did the author who wrote Sherlock Holmes story die?,books,multihop,multihop,date,single,1930,1,5,True,True
mintaka_train_67236f0d,mintaka,train,67236f0d,What year did the husband of the longest-reigning queen in British history pass away?,history,multihop,multihop,date,single,2021,1,5,True,True
mintaka_train_67af8484,mintaka,train,67af8484,"How old is the singer of the smash hit ""Baby""?",music,multihop,multihop,numerical,unknown,27,1,5,True,True
mintaka_train_68d96474,mintaka,train,68d96474,When was the third puzzle video game by Fireproof Games released for Android?,videogames,multihop,multihop,date,single,2016-01,1,5,True,True
mintaka_train_692bd277,mintaka,train,692bd277,How old was the lead singer of Alice in Chains when he died?,music,multihop,multihop,numerical,unknown,34,1,5,True,True
mintaka_train_69f15847,mintaka,train,69f15847,How old was the first Premier of the Soviet Union when he died?,history,multihop,multihop,numerical,unknown,53,1,5,True,True
mintaka_train_6ad8e2b8,mintaka,train,6ad8e2b8,How old was the longest serving senator from Hawaii when he died?,politics,multihop,multihop,numerical,unknown,88,1,5,True,True
mintaka_train_6aecaf2b,mintaka,train,6aecaf2b,How tall is the main actor in Free Guy?,movies,multihop,multihop,numerical,unknown,"6'2""",1,5,True,True
mintaka_train_6b1e3663,mintaka,train,6b1e3663,When was the second game in the Elder Scrolls series released?,videogames,multihop,multihop,date,single,20-Sep-96,1,5,True,True
mintaka_train_6b903d13,mintaka,train,6b903d13,What is the population of the city that was the first capital of America?,geography,multihop,multihop,numerical,unknown,1.579 million,1,5,True,True
mintaka_train_6bc52e21,mintaka,train,6bc52e21,When was the last game in the Max Payne trilogy released?,videogames,multihop,multihop,date,single,15-May-12,1,5,True,True
mintaka_train_6bd6bb4e,mintaka,train,6bd6bb4e,"How tall is the singer of ""Baby One More Time""?",music,multihop,multihop,numerical,unknown,"5' 4""",1,5,True,True
mintaka_train_6c83ae79,mintaka,train,6c83ae79,How old was the first emperor of Germany when he died?,history,multihop,multihop,numerical,unknown,90,1,5,True,True
mintaka_train_6cf41a0e,mintaka,train,6cf41a0e,What is the population of the smallest state in the United States?,geography,multihop,multihop,numerical,unknown,1.059 million,1,5,True,True
mintaka_train_6d1a3e6f,mintaka,train,6d1a3e6f,In what year did the author who wrote To Kill a Mockingbird die?,books,multihop,multihop,date,single,2016,1,5,True,True
mintaka_train_6df9fed6,mintaka,train,6df9fed6,What is the 2019 population of the U.S. state whose capital is Helena?,geography,multihop,multihop,numerical,unknown,1.069 million,1,5,True,True
mintaka_train_6e0bcefd,mintaka,train,6e0bcefd,When was the actor born that played Maximus in Gladiator?,movies,multihop,multihop,date,single,7-Apr-64,1,5,True,True
mintaka_train_6e0c629c,mintaka,train,6e0c629c,How old was the last Tsarina of Russia when she died?,history,multihop,multihop,numerical,unknown,46,1,5,True,True
mintaka_train_6e5e9053,mintaka,train,6e5e9053,When did the author who wrote The Grapes of Wrath die?,books,multihop,multihop,date,single,20-Dec-68,1,5,True,True
mintaka_train_6f01186a,mintaka,train,6f01186a,How old was the second queen of Scotland when she got married?,history,multihop,multihop,numerical,unknown,17,1,5,True,True
mintaka_train_6faf6f35,mintaka,train,6faf6f35,How old was the first prime minister of Canada when they died?,history,multihop,multihop,numerical,unknown,76,1,5,True,True
mintaka_train_6fb129b1,mintaka,train,6fb129b1,How old was the oldest person to win a major tournament on the PGA Tour?,sports,multihop,multihop,numerical,unknown,50,1,5,True,True
mintaka_train_6fbf26c0,mintaka,train,6fbf26c0,"How tall is the singer of ""Wonderful Tonight""?",music,multihop,multihop,numerical,unknown,"5'10""",1,5,True,True
mintaka_train_6fcf72b1,mintaka,train,6fcf72b1,How tall is the writer of Blowing In The Wind?,music,multihop,multihop,numerical,unknown,"5'7""",1,5,True,True
mintaka_train_6feed4fe,mintaka,train,6feed4fe,When did the author who wrote To Kill a Mockingbird die?,books,multihop,multihop,date,single,2016,1,5,True,True
mintaka_train_6ff50d6d,mintaka,train,6ff50d6d,How old was the president of the US during the bulk of World War II when he died?,history,multihop,multihop,numerical,unknown,63,1,5,True,True
mintaka_train_702a48a0,mintaka,train,702a48a0,What is the population of the largest continent by land mass in the world?,geography,multihop,multihop,numerical,unknown,4.561 billion,1,5,True,True
mintaka_train_70424242,mintaka,train,70424242,When did the author who wrote The Martian Chronicles die?,books,multihop,multihop,date,single,2012,1,5,True,True
mintaka_train_705c16a1,mintaka,train,705c16a1,When did the author who wrote Finnegans Wake die?,books,multihop,multihop,date,single,13-Jan-41,1,5,True,True
mintaka_train_706fb9ee,mintaka,train,706fb9ee,How many wives has the lead singer of the Rolling Stones had?,music,multihop,multihop,numerical,unknown,1,1,5,True,True
mintaka_train_70974d8e,mintaka,train,70974d8e,What is the population of the city where the Colosseum is?,geography,multihop,multihop,numerical,unknown,2.873 million,1,5,True,True
mintaka_train_70c737da,mintaka,train,70c737da,How many children does the actor of Aquaman have?,movies,multihop,multihop,numerical,unknown,2,1,5,True,True
mintaka_train_721547c6,mintaka,train,721547c6,How old is the singer of Just Give Me a Reason?,music,multihop,multihop,numerical,unknown,42,1,5,True,True
mintaka_train_72f59c78,mintaka,train,72f59c78,In what year was the lead singer of Nirvana born?,music,multihop,multihop,date,single,1967,1,5,True,True
mintaka_train_73007761,mintaka,train,73007761,How many children does the lead actress in Alien have?,movies,multihop,multihop,numerical,unknown,1,1,5,True,True
mintaka_train_73122777,mintaka,train,73122777,"How tall is the singer of ""Crazy Train""?",music,multihop,multihop,numerical,unknown,"5'10""",1,5,True,True
mintaka_train_73746fde,mintaka,train,73746fde,What year was the third Chief Justice of the Supreme Court born?,politics,multihop,multihop,date,single,1732,1,5,True,True
mintaka_train_73759c3c,mintaka,train,73759c3c,How old is the current coach of LA Lakers?,sports,multihop,multihop,numerical,unknown,48,1,5,True,True
mintaka_train_73d267e1,mintaka,train,73d267e1,Which year was the writer of the Harry Potter series born?,books,multihop,multihop,date,single,1965,1,5,True,True
mintaka_train_7495cc99,mintaka,train,7495cc99,How old is the current manager of AC Milan?,sports,multihop,multihop,numerical,unknown,55,1,5,True,True
mintaka_train_761bf760,mintaka,train,761bf760,How many times has the actor who played Spider-Man (2002) been married?,movies,multihop,multihop,numerical,unknown,1,1,5,True,True
mintaka_train_7658ea62,mintaka,train,7658ea62,How many Oscars does the lead actress in Breakfast at Tiffanys have?,movies,multihop,multihop,numerical,unknown,4,1,5,True,True
mintaka_train_76d21dce,mintaka,train,76d21dce,What year did the first governor of the state of Missouri die?,politics,multihop,multihop,date,single,1826,1,5,True,True
mintaka_train_7770e64c,mintaka,train,7770e64c,What is the birth date of the director of Bill and Ted's Excellent Adventure?,movies,multihop,multihop,date,single,10-Nov-58,1,5,True,True
mintaka_train_7821fa60,mintaka,train,7821fa60,How old is the quarterback with the most passing touchdowns in a single season?,sports,multihop,multihop,numerical,unknown,45,1,5,True,True
mintaka_train_7889034e,mintaka,train,7889034e,What is the net worth of the president in 2019?,politics,multihop,multihop,numerical,unknown,2.5 billion,1,5,True,True
mintaka_train_791a7055,mintaka,train,791a7055,When was the last game in Assassin's Creed released for PlayStation 5 in Europe?,videogames,multihop,multihop,date,single,"November 19th, 2020",1,5,True,True
mintaka_train_79dbd662,mintaka,train,79dbd662,How old was Michael Jackson when he died?,music,multihop,multihop,numerical,unknown,50,1,5,True,True
mintaka_train_79e6178f,mintaka,train,79e6178f,What is the population of the state where Las Vegas is located?,geography,multihop,multihop,numerical,unknown,3.08 million in Nevada,1,5,True,True
mintaka_train_7a3aac10,mintaka,train,7a3aac10,In what year was Green Bay's starting quarterback drafted into the league?,sports,multihop,multihop,date,single,2004,1,5,True,True
mintaka_train_7a8d3fd5,mintaka,train,7a8d3fd5,"How tall is the singer of ""Papa Don't Preach""?",music,multihop,multihop,numerical,unknown,"5'5""",1,5,True,True
mintaka_train_7b19efae,mintaka,train,7b19efae,How tall is the singer of Call Me Maybe?,music,multihop,multihop,numerical,unknown,5'2,1,5,True,True
mintaka_train_7c064283,mintaka,train,7c064283,How many square miles is the Florida state capital?,geography,multihop,multihop,numerical,unknown,103.1 mi²,1,5,True,True
mintaka_train_7c7483f6,mintaka,train,7c7483f6,How old is the current manager of the Chicago White Sox?,sports,multihop,multihop,numerical,unknown,77,1,5,True,True
mintaka_train_7c7e30a9,mintaka,train,7c7e30a9,When did the author who wrote Adventures of Huckleberry Finn die?,books,multihop,multihop,date,single,1910,1,5,True,True
mintaka_train_7cd56153,mintaka,train,7cd56153,How old was the last emperor of China when he died?,history,multihop,multihop,numerical,unknown,61,1,5,True,True
mintaka_train_7d362cfd,mintaka,train,7d362cfd,How old is the director of Lord of the Rings?,movies,multihop,multihop,numerical,unknown,59 years old,1,5,True,True
mintaka_train_7d6a0418,mintaka,train,7d6a0418,How old was the US president when an impeachment happened in 2021?,history,multihop,multihop,numerical,unknown,74,1,5,True,True
mintaka_train_7d75a4b3,mintaka,train,7d75a4b3,When was the second U.S. president born?,politics,multihop,multihop,date,single,"October 30, 1735",1,5,True,True
mintaka_train_7dc17c73,mintaka,train,7dc17c73,How many people live in the capital of Oregon?,geography,multihop,multihop,numerical,unknown,"169,259",1,5,True,True
mintaka_train_7e5e5850,mintaka,train,7e5e5850,How many children does the singer of Girl on Fire have?,music,multihop,multihop,numerical,unknown,2,1,5,True,True
mintaka_train_7e757102,mintaka,train,7e757102,How old was the drummer of Rush when he died?,music,multihop,multihop,numerical,unknown,67,1,5,True,True
mintaka_train_7efbf869,mintaka,train,7efbf869,"At what age did the singer of ""Jailhouse Rock"" die?",music,multihop,multihop,numerical,unknown,42,1,5,True,True
mintaka_train_7f06e886,mintaka,train,7f06e886,How long did the longest serving member of Congress serve?,politics,multihop,multihop,numerical,unknown,"59 years, 21 days",1,5,True,True
mintaka_train_7fa69f42,mintaka,train,7fa69f42,What was the North American release date for the sequel to Splatoon?,videogames,multihop,multihop,date,single,21-Jul-17,1,5,True,True
mintaka_train_7faf8e17,mintaka,train,7faf8e17,How tall is the actress who played Hermione in Harry Potter?,movies,multihop,multihop,numerical,unknown,"5'5""",1,5,True,True
mintaka_train_7fe18e5f,mintaka,train,7fe18e5f,When did the actor who played Professor Snape in Harry Potter pass away?,movies,multihop,multihop,date,single,14-Jan-16,1,5,True,True
mintaka_train_7fff2249,mintaka,train,7fff2249,When was the director of The Zodiac born?,movies,multihop,multihop,date,single,28-Aug-62,1,5,True,True
mintaka_train_807f8b57,mintaka,train,807f8b57,In what year was the elder of the Everly Brothers born?,music,multihop,multihop,date,single,1937,1,5,True,True
mintaka_train_809af0ce,mintaka,train,809af0ce,"How tall is the singer of ""Country Roads""?",music,multihop,multihop,numerical,unknown,"5'9""",1,5,True,True
mintaka_train_810bfc3a,mintaka,train,810bfc3a,At what age did the all-time saves leader retire?,sports,multihop,multihop,numerical,unknown,43,1,5,True,True
mintaka_train_81597391,mintaka,train,81597391,How old was the second Roman emperor when he died?,history,multihop,multihop,numerical,unknown,78,1,5,True,True
mintaka_train_821fa918,mintaka,train,821fa918,When was the director of Star Wars born?,movies,multihop,multihop,date,single,14-May-44,1,5,True,True
mintaka_train_8276cb68,mintaka,train,8276cb68,"How old is the singer of ""Jenny from the Block""?",music,multihop,multihop,numerical,unknown,52,1,5,True,True
mintaka_train_82d03a37,mintaka,train,82d03a37,How old was the first US president when he died?,history,multihop,multihop,numerical,unknown,67,1,5,True,True
mintaka_train_8353e74f,mintaka,train,8353e74f,When did the author who wrote Pale Blue Dot die?,books,multihop,multihop,date,single,1996,1,5,True,True
mintaka_train_835f270c,mintaka,train,835f270c,How long did the composer of the Nutcracker live?,music,multihop,multihop,numerical,unknown,53 years,1,5,True,True
mintaka_train_83fdf5bb,mintaka,train,83fdf5bb,When was the first Animal Crossing game that's playable on Wii released in the US?,videogames,multihop,multihop,date,single,11/16/08,1,5,True,True
mintaka_train_8484acea,mintaka,train,8484acea,"How tall is the singer of ""Suga Suga""?",music,multihop,multihop,numerical,unknown,"5'8""",1,5,True,True
mintaka_train_860502d7,mintaka,train,860502d7,How many children does the actress who played Honey Daniels have?,movies,multihop,multihop,numerical,unknown,3,1,5,True,True
mintaka_train_86d476b2,mintaka,train,86d476b2,What is the population of the country where the Acropolis is located?,geography,multihop,multihop,numerical,unknown,10.72 million,1,5,True,True
mintaka_train_86fb5e94,mintaka,train,86fb5e94,How old is the author of the Goosebumps series?,books,multihop,multihop,numerical,unknown,78,1,5,True,True
mintaka_train_871559e2,mintaka,train,871559e2,When was the first Animal Crossing spin-off released?,videogames,multihop,multihop,date,single,7/30/15,1,5,True,True
mintaka_train_875ba856,mintaka,train,875ba856,How old was the youngest US president to be assassinated?,history,multihop,multihop,numerical,unknown,"46 years, 177 days",1,5,True,True
mintaka_train_87fff47e,mintaka,train,87fff47e,How old was Joe Biden by the time he was elected the president of the United States?,politics,multihop,multihop,numerical,unknown,78 years,1,5,True,True
mintaka_train_8816ad25,mintaka,train,8816ad25,How many kids does the lead actress of Salt have?,movies,multihop,multihop,numerical,unknown,6,1,5,True,True
mintaka_train_887e301c,mintaka,train,887e301c,How old was the fourth king of England when he took the throne?,history,multihop,multihop,numerical,unknown,19,1,5,True,True
mintaka_train_888fa189,mintaka,train,888fa189,When was the actor who played Harry Potter born?,movies,multihop,multihop,date,single,23-Jul-89,1,5,True,True
mintaka_train_88f6475c,mintaka,train,88f6475c,What year was the president responsible for issuing the Emancipation Proclamation born?,history,multihop,multihop,date,single,1809,1,5,True,True
mintaka_train_89242811,mintaka,train,89242811,When did the author who wrote Animal Farm die?,books,multihop,multihop,date,single,21-Jan-50,1,5,True,True
mintaka_train_89bb49c7,mintaka,train,89bb49c7,When was the first game in the original Halo trilogy released?,videogames,multihop,multihop,date,single,15-Nov-01,1,5,True,True
mintaka_train_8a227c96,mintaka,train,8a227c96,"How tall is the singer of ""Mirror""?",music,multihop,multihop,numerical,unknown,5'5'',1,5,True,True
mintaka_train_8a4674ee,mintaka,train,8a4674ee,When did the author who wrote Slaughterhouse Five die?,books,multihop,multihop,date,single,"April 11th, 2007",1,5,True,True
mintaka_train_8adffe29,mintaka,train,8adffe29,When was the first game in the Gears of War series released?,videogames,multihop,multihop,date,single,7-Nov-06,1,5,True,True
mintaka_train_8ae7b6ed,mintaka,train,8ae7b6ed,How old was the first Canadian prime minister when he died?,history,multihop,multihop,numerical,unknown,76,1,5,True,True
mintaka_train_8af64f6d,mintaka,train,8af64f6d,How old is the current captain of the Detroit Redwings?,sports,multihop,multihop,numerical,unknown,25,1,5,True,True
mintaka_train_8c1db70e,mintaka,train,8c1db70e,In what year was the lead singer of Metallica born?,music,multihop,multihop,date,single,1963,1,5,True,True
mintaka_train_8c723f52,mintaka,train,8c723f52,How old is the captain of the Chelsea Football Club?,sports,multihop,multihop,numerical,unknown,32,1,5,True,True
mintaka_train_8c7482cb,mintaka,train,8c7482cb,How old is the current head coach of the Memphis Grizzlies?,sports,multihop,multihop,numerical,unknown,37,1,5,True,True
mintaka_train_8d12d45a,mintaka,train,8d12d45a,In what year was the author of Heir to the Empire born?,books,multihop,multihop,date,single,1951,1,5,True,True
mintaka_train_8d8f27b6,mintaka,train,8d8f27b6,When was the director of Jurassic Park born?,movies,multihop,multihop,date,single,18-Dec-46,1,5,True,True
mintaka_train_8e1cdba0,mintaka,train,8e1cdba0,How old is the oldest singer in Heart?,music,multihop,multihop,numerical,unknown,67 years old,1,5,True,True
mintaka_train_8e528343,mintaka,train,8e528343,How old was the leader of Iraq during the United States invasion of Iraq when he died?,history,multihop,multihop,numerical,unknown,69,1,5,True,True
mintaka_train_8f415654,mintaka,train,8f415654,How old was the current queen of England when she became queen?,history,multihop,multihop,numerical,unknown,27 years old,1,5,True,True
mintaka_train_90398e3e,mintaka,train,90398e3e,How old was the first Newbery Medal recipient when he died?,books,multihop,multihop,numerical,unknown,62,1,5,True,True
mintaka_train_9056f9b7,mintaka,train,9056f9b7,"How old is the singer of ""Oops!... I Did It Again""?",music,multihop,multihop,numerical,unknown,39,1,5,True,True
mintaka_train_90adca89,mintaka,train,90adca89,What is the GDP of the 11th state to join the U.S.?,geography,multihop,multihop,numerical,unknown,$1.751 trillion,1,5,True,True
mintaka_train_90c45f80,mintaka,train,90c45f80,When was the director of ET born?,movies,multihop,multihop,date,single,18-Dec-46,1,5,True,True
mintaka_train_90f9a539,mintaka,train,90f9a539,"How tall is the singer of ""Gin and Juice""?",music,multihop,multihop,numerical,unknown,"6'4""",1,5,True,True
mintaka_train_917a354a,mintaka,train,917a354a,How old is the current manager of Sunderland?,sports,multihop,multihop,numerical,unknown,40,1,5,True,True
mintaka_train_932bb4aa,mintaka,train,932bb4aa,What year did the winning coach start with the team that won the World Series in 2000?,sports,multihop,multihop,date,single,1996,1,5,True,True
mintaka_train_9342d585,mintaka,train,9342d585,"What is the net worth of the Canadian ""Yummy"" singer?",music,multihop,multihop,numerical,unknown,$285 million,1,5,True,True
mintaka_train_93f0cc5b,mintaka,train,93f0cc5b,When was the director of Squid Game born?,movies,multihop,multihop,date,single,26-May-71,1,5,True,True
mintaka_train_944256fb,mintaka,train,944256fb,Approximately how many units have been sold of the highest-selling video game of all time?,videogames,multihop,multihop,numerical,unknown,"238,000,000",1,5,True,True
mintaka_train_951dd99e,mintaka,train,951dd99e,How old was the first president of the United States when he died?,history,multihop,multihop,numerical,unknown,67,1,5,True,True
mintaka_train_9613cbbb,mintaka,train,9613cbbb,What is the population of the state where Sierra Nevada is located?,geography,multihop,multihop,numerical,unknown,"39,656,838",1,5,True,True
mintaka_train_96a7a393,mintaka,train,96a7a393,How old was the first ruler of Greece when he died?,history,multihop,multihop,numerical,unknown,52,1,5,True,True
mintaka_train_96f0c341,mintaka,train,96f0c341,What rank was Sora's nobody in Organization 13?,videogames,multihop,multihop,numerical,unknown,13,1,5,True,True
mintaka_train_974b11e6,mintaka,train,974b11e6,When did the author who wrote the Lord of the Rings series die?,books,multihop,multihop,date,single,september 2 1973,1,5,True,True
mintaka_train_979076ff,mintaka,train,979076ff,How old is the current manager of the Houston Astros?,sports,multihop,multihop,numerical,unknown,72 years,1,5,True,True
mintaka_train_97a0424d,mintaka,train,97a0424d,When did the author who wrote Lord of the Rings die?,books,multihop,multihop,date,single,"September 2nd, 1973",1,5,True,True
mintaka_train_982422e1,mintaka,train,982422e1,What is the population of the country directly to the south of the USA?,geography,multihop,multihop,numerical,unknown,128.9 million,1,5,True,True
mintaka_train_9884ca62,mintaka,train,9884ca62,How many children does the lead actress in The Hunger Games have?,movies,multihop,multihop,numerical,unknown,0,1,5,True,True
mintaka_train_996be58f,mintaka,train,996be58f,How old was the first female vice president of the United States when she took office?,history,multihop,multihop,numerical,unknown,56,1,5,True,True
mintaka_train_9989c9c3,mintaka,train,9989c9c3,What is the population of the country where Machu Picchu is located?,geography,multihop,multihop,numerical,unknown,32.97 million,1,5,True,True
mintaka_train_9996557c,mintaka,train,9996557c,What is the population of the state with the highest mountain in the United States?,geography,multihop,multihop,numerical,unknown,"731,545",1,5,True,True
mintaka_train_99d9c833,mintaka,train,99d9c833,In which year was the star of Raging Bull born?,movies,multihop,multihop,date,single,1943,1,5,True,True
mintaka_train_9b56cdc5,mintaka,train,9b56cdc5,When was the author of Harry Potter born?,books,multihop,multihop,date,single,1965,1,5,True,True
mintaka_train_9c172527,mintaka,train,9c172527,What year did the first president move into the White House?,history,multihop,multihop,date,single,1800,1,5,True,True
mintaka_train_9c8f1086,mintaka,train,9c8f1086,How old was the longest serving president of the United States when he died?,politics,multihop,multihop,numerical,unknown,63 years old,1,5,True,True
mintaka_train_9eb0b965,mintaka,train,9eb0b965,What is the population of the U.S. state where Los Angeles is located?,geography,multihop,multihop,numerical,unknown,39.51 million,1,5,True,True
mintaka_train_9ee2049a,mintaka,train,9ee2049a,How old currently is the 46th US president?,politics,multihop,multihop,numerical,unknown,78,1,5,True,True
mintaka_train_9ee7f33d,mintaka,train,9ee7f33d,What is the population of the city where the Liberty Bell is located?,geography,multihop,multihop,numerical,unknown,1.6 Million,1,5,True,True
mintaka_train_9ef747bc,mintaka,train,9ef747bc,"How old was the singer of ""Thriller"" when he died?",music,multihop,multihop,numerical,unknown,50,1,5,True,True
mintaka_train_9fdbd247,mintaka,train,9fdbd247,How old was the third president of the US when he was sworn into office?,history,multihop,multihop,numerical,unknown,57,1,5,True,True
mintaka_train_9fec1c0f,mintaka,train,9fec1c0f,How many Academy Awards has the director of Avatar won?,movies,multihop,multihop,numerical,unknown,3,1,5,True,True
mintaka_train_a03efe34,mintaka,train,a03efe34,How old is the current coach of New York Knicks?,sports,multihop,multihop,numerical,unknown,63,1,5,True,True
mintaka_train_a06aa9a2,mintaka,train,a06aa9a2,How old is the actor that played Harry Potter?,movies,multihop,multihop,numerical,unknown,32,1,5,True,True
mintaka_train_a121e8b0,mintaka,train,a121e8b0,What is the population of the state that the Grand Canyon is located in?,geography,multihop,multihop,numerical,unknown,"7,151,502",1,5,True,True
mintaka_train_a1345af0,mintaka,train,a1345af0,How old was the singer of Heartbreak Hotel when he died?,music,multihop,multihop,numerical,unknown,42,1,5,True,True
mintaka_train_a17b1982,mintaka,train,a17b1982,How many children does the director of The Monuments Men have?,movies,multihop,multihop,numerical,unknown,2,1,5,True,True
mintaka_train_a25e69d7,mintaka,train,a25e69d7,How old was the singer of Dear Mama when he died?,music,multihop,multihop,numerical,unknown,25,1,5,True,True
mintaka_train_a2a0d728,mintaka,train,a2a0d728,How old was the youngest U.S. president?,politics,multihop,multihop,numerical,unknown,42,1,5,True,True
mintaka_train_a33781b6,mintaka,train,a33781b6,In what year was the 2019 MLB American League Cy Young Award winner born?,sports,multihop,multihop,date,single,1983,1,5,True,True
mintaka_train_a39e621d,mintaka,train,a39e621d,"How old was the singer of ""Rehab"" when she died?",music,multihop,multihop,numerical,unknown,27,1,5,True,True
mintaka_train_a43b7625,mintaka,train,a43b7625,How many terms did the U.S. president elected in 2007 serve?,history,multihop,multihop,numerical,unknown,2,1,5,True,True
mintaka_train_a47cd25b,mintaka,train,a47cd25b,When was the director of Belly born?,movies,multihop,multihop,date,single,1-Aug-70,1,5,True,True
mintaka_train_a490510d,mintaka,train,a490510d,"When was the director of ""Demolition"" born?",movies,multihop,multihop,date,single,9-Mar-63,1,5,True,True
mintaka_train_a49599c0,mintaka,train,a49599c0,How many siblings does the leading actor of The Green Knight have?,movies,multihop,multihop,numerical,unknown,1,1,5,True,True
mintaka_train_a4afaf82,mintaka,train,a4afaf82,When was the director of Parasite born?,movies,multihop,multihop,date,single,"September 14, 1969",1,5,True,True
mintaka_train_a60c92a1,mintaka,train,a60c92a1,How tall is the rapper who made Superman?,music,multihop,multihop,numerical,unknown,"5'8""",1,5,True,True
mintaka_train_a63207f0,mintaka,train,a63207f0,How old is the current manager of Roma?,sports,multihop,multihop,numerical,unknown,58,1,5,True,True
mintaka_train_a63741e3,mintaka,train,a63741e3,How old was the first queen of England when she took the throne?,history,multihop,multihop,numerical,unknown,37,1,5,True,True
mintaka_train_a63ceced,mintaka,train,a63ceced,How old was the 40th president of the United States before he died?,politics,multihop,multihop,numerical,unknown,93,1,5,True,True
mintaka_train_a6fba436,mintaka,train,a6fba436,How old was the director of Alien when the movie was released?,movies,multihop,multihop,numerical,unknown,42,1,5,True,True
mintaka_train_a8584263,mintaka,train,a8584263,When was the author of the Twilight saga born?,books,multihop,multihop,date,single,24-Dec-73,1,5,True,True
mintaka_train_a8bd5c26,mintaka,train,a8bd5c26,How many times has the oldest Beatle been married?,music,multihop,multihop,numerical,unknown,2,1,5,True,True
mintaka_train_a8e52b29,mintaka,train,a8e52b29,How old was the third president of the United States when he died?,history,multihop,multihop,numerical,unknown,90,1,5,True,True
mintaka_train_a942bba7,mintaka,train,a942bba7,How old is the singer of Like A Virgin?,music,multihop,multihop,numerical,unknown,63,1,5,True,True
mintaka_train_a98a7c88,mintaka,train,a98a7c88,When did the author who wrote The Old Man and the Sea die?,books,multihop,multihop,date,single,1961,1,5,True,True
mintaka_train_aa085761,mintaka,train,aa085761,What year was it when the fifth U.S. president left office?,politics,multihop,multihop,date,single,1825,1,5,True,True
mintaka_train_aa706260,mintaka,train,aa706260,What year was it when the second U.S. president left office?,politics,multihop,multihop,date,single,1801,1,5,True,True
mintaka_train_aac95bb0,mintaka,train,aac95bb0,"When Franklin D. Roosevelt was first elected, how long had it been since someone in his party won the presidential election?",politics,multihop,multihop,numerical,unknown,16 years,1,5,True,True
mintaka_train_ab8a6a63,mintaka,train,ab8a6a63,The first African American child to attend a white school did so in what year?,history,multihop,multihop,date,single,1960,1,5,True,True
mintaka_train_ab8da08f,mintaka,train,ab8da08f,When did the youngest US Open men's singles champion in history retire?,sports,multihop,multihop,date,single,2002,1,5,True,True
mintaka_train_abfbb2f3,mintaka,train,abfbb2f3,When was the second game in the original Mass Effect trilogy released?,videogames,multihop,multihop,date,single,26-Jan-10,1,5,True,True
